section_no,section_slug,day_order,platform,problem_id,title,url,cf_rating,atcoder_difficulty,qorithm_tier,tags,reason,is_checkpoint,reuse_note
17,"segment-trees-in-practice",1,"codeforces","1997:C","Even Positions","https://codeforces.com/problemset/problem/1997/C",1100,,"T2","[""constructive algorithms"",""data structures"",""greedy""]","Progressive segment trees in practice practice at day 1.",false,""
17,"segment-trees-in-practice",2,"codeforces","1917:B","Erase First or Second Letter","https://codeforces.com/problemset/problem/1917/B",1100,,"T2","[""brute force"",""combinatorics"",""data structures""]","Progressive segment trees in practice practice at day 2.",false,""
17,"segment-trees-in-practice",3,"codeforces","2117:C","Cool Partition","https://codeforces.com/problemset/problem/2117/C",1200,,"T2","[""data structures"",""greedy""]","Progressive segment trees in practice practice at day 3.",false,""
17,"segment-trees-in-practice",4,"codeforces","2053:B","Outstanding Impressionist","https://codeforces.com/problemset/problem/2053/B",1200,,"T2","[""binary search"",""brute force"",""data structures""]","Progressive segment trees in practice practice at day 4.",false,""
17,"segment-trees-in-practice",5,"atcoder","abc322:abc322_e","E. Product Development","https://atcoder.jp/contests/abc322/tasks/abc322_e",,1193,"T2","[""atcoder""]","Progressive segment trees in practice practice at day 5.",false,""
17,"segment-trees-in-practice",6,"codeforces","1982:C","Boring Day","https://codeforces.com/problemset/problem/1982/C",1200,,"T2","[""binary search"",""data structures"",""dp""]","Progressive segment trees in practice practice at day 6.",false,""
17,"segment-trees-in-practice",7,"codeforces","2201:A1","Lost Civilization (Easy Version)","https://codeforces.com/problemset/problem/2201/A1",1300,,"T2","[""data structures""]","Progressive segment trees in practice practice at day 7.",false,""
17,"segment-trees-in-practice",8,"codeforces","2150:A","Incremental Path","https://codeforces.com/problemset/problem/2150/A",1300,,"T2","[""data structures"",""hashing"",""implementation""]","Progressive segment trees in practice practice at day 8.",false,""
17,"segment-trees-in-practice",9,"atcoder","abc252:abc252_e","E. Road Reduction","https://atcoder.jp/contests/abc252/tasks/abc252_e",,1294,"T2","[""atcoder""]","Progressive segment trees in practice practice at day 9.",false,""
17,"segment-trees-in-practice",10,"codeforces","2118:C","Make It Beautiful","https://codeforces.com/problemset/problem/2118/C",1300,,"T2","[""bitmasks"",""data structures"",""greedy""]","Progressive segment trees in practice practice at day 10.",false,""
17,"segment-trees-in-practice",11,"codeforces","1915:F","Greetings","https://codeforces.com/problemset/problem/1915/F",1500,,"T3","[""data structures"",""divide and conquer"",""sortings""]","Progressive segment trees in practice practice at day 11.",false,""
17,"segment-trees-in-practice",12,"codeforces","1676:H2","Maximum Crossings (Hard Version)","https://codeforces.com/problemset/problem/1676/H2",1500,,"T3","[""data structures"",""divide and conquer"",""sortings""]","Progressive segment trees in practice practice at day 12.",false,""
17,"segment-trees-in-practice",13,"codeforces","2181:B","Battle of Arrays","https://codeforces.com/problemset/problem/2181/B",1400,,"T3","[""data structures"",""games"",""greedy""]","Progressive segment trees in practice practice at day 13.",false,""
17,"segment-trees-in-practice",14,"atcoder","abc117:abc117_d","D. XXOR","https://atcoder.jp/contests/abc117/tasks/abc117_d",,1423,"T3","[""atcoder""]","Progressive segment trees in practice practice at day 14.",false,""
17,"segment-trees-in-practice",15,"codeforces","2149:E","Hidden Knowledge of the Ancients","https://codeforces.com/problemset/problem/2149/E",1500,,"T3","[""data structures"",""two pointers""]","Progressive segment trees in practice practice at day 15.",false,""
17,"segment-trees-in-practice",16,"codeforces","2146:D1","Max Sum OR (Easy Version)","https://codeforces.com/problemset/problem/2146/D1",1500,,"T3","[""bitmasks"",""constructive algorithms"",""divide and conquer""]","Progressive segment trees in practice practice at day 16.",false,""
17,"segment-trees-in-practice",17,"codeforces","2140:C","Ultimate Value","https://codeforces.com/problemset/problem/2140/C",1500,,"T3","[""data structures"",""games"",""greedy""]","Progressive segment trees in practice practice at day 17.",false,""
17,"segment-trees-in-practice",18,"atcoder","abc074:arc083_b","D. Restoring Road Network","https://atcoder.jp/contests/abc074/tasks/arc083_b",,1563,"T3","[""atcoder""]","Progressive segment trees in practice practice at day 18.",false,""
17,"segment-trees-in-practice",19,"codeforces","2185:F","BattleCows","https://codeforces.com/problemset/problem/2185/F",1700,,"T3","[""data structures"",""divide and conquer"",""implementation""]","Progressive segment trees in practice practice at day 19.",false,""
17,"segment-trees-in-practice",20,"codeforces","2050:F","Maximum modulo equality","https://codeforces.com/problemset/problem/2050/F",1700,,"T3","[""data structures"",""divide and conquer"",""math""]","Progressive segment trees in practice practice at day 20.",false,""
17,"segment-trees-in-practice",21,"codeforces","1983:D","Swap Dilemma","https://codeforces.com/problemset/problem/1983/D",1700,,"T3","[""constructive algorithms"",""data structures"",""divide and conquer""]","Progressive segment trees in practice practice at day 21.",false,""
17,"segment-trees-in-practice",22,"atcoder","abc110:abc110_d","D. Factorization","https://atcoder.jp/contests/abc110/tasks/abc110_d",,1695,"T3","[""atcoder""]","Progressive segment trees in practice practice at day 22.",false,""
17,"segment-trees-in-practice",23,"codeforces","1896:D","Ones and Twos","https://codeforces.com/problemset/problem/1896/D",1700,,"T3","[""binary search"",""data structures"",""divide and conquer""]","Progressive segment trees in practice practice at day 23.",false,""
17,"segment-trees-in-practice",24,"codeforces","1904:D2","Set To Max (Hard Version)","https://codeforces.com/problemset/problem/1904/D2",1800,,"T4","[""constructive algorithms"",""data structures"",""divide and conquer""]","Progressive segment trees in practice practice at day 24.",false,""
17,"segment-trees-in-practice",25,"codeforces","1691:D","Max GEQ Sum","https://codeforces.com/problemset/problem/1691/D",1800,,"T4","[""binary search"",""constructive algorithms"",""data structures""]","Progressive segment trees in practice practice at day 25.",false,""
17,"segment-trees-in-practice",26,"atcoder","abc270:abc270_f","F. Transportation","https://atcoder.jp/contests/abc270/tasks/abc270_f",,1834,"T4","[""atcoder""]","Progressive segment trees in practice practice at day 26.",false,""
17,"segment-trees-in-practice",27,"codeforces","2121:G","Gangsta","https://codeforces.com/problemset/problem/2121/G",1900,,"T4","[""data structures"",""divide and conquer"",""math""]","Progressive segment trees in practice practice at day 27.",true,""
17,"segment-trees-in-practice",28,"codeforces","2014:H","Robin Hood Archery","https://codeforces.com/problemset/problem/2014/H",1900,,"T4","[""data structures"",""divide and conquer"",""greedy""]","Progressive segment trees in practice practice at day 28.",false,""
17,"segment-trees-in-practice",29,"codeforces","1976:D","Invertible Bracket Sequences","https://codeforces.com/problemset/problem/1976/D",2000,,"T4","[""binary search"",""combinatorics"",""data structures""]","Progressive segment trees in practice practice at day 29.",false,""
17,"segment-trees-in-practice",30,"atcoder","arc124:arc124_d","D. Yet Another Sorting Problem","https://atcoder.jp/contests/arc124/tasks/arc124_d",,2008,"T4","[""atcoder""]","Progressive segment trees in practice practice at day 30.",false,""
17,"segment-trees-in-practice",31,"codeforces","2149:G","Buratsuta 3","https://codeforces.com/problemset/problem/2149/G",2100,,"T4","[""binary search"",""brute force"",""data structures""]","Progressive segment trees in practice practice at day 31.",true,""
18,"number-theory-core",1,"codeforces","1787:B","Number Factorization","https://codeforces.com/problemset/problem/1787/B",1100,,"T2","[""greedy"",""math"",""number theory""]","Progressive number theory core practice at day 1.",false,""
18,"number-theory-core",2,"codeforces","1780:B","GCD Partition","https://codeforces.com/problemset/problem/1780/B",1100,,"T2","[""brute force"",""greedy"",""math""]","Progressive number theory core practice at day 2.",false,""
18,"number-theory-core",3,"codeforces","2181:H","Honey Cake","https://codeforces.com/problemset/problem/2181/H",1200,,"T2","[""brute force"",""math"",""number theory""]","Progressive number theory core practice at day 3.",false,""
18,"number-theory-core",4,"codeforces","2134:B","Add 0 or K","https://codeforces.com/problemset/problem/2134/B",1200,,"T2","[""constructive algorithms"",""math"",""number theory""]","Progressive number theory core practice at day 4.",false,""
18,"number-theory-core",5,"atcoder","abc329:abc329_f","F. Colored Ball","https://atcoder.jp/contests/abc329/tasks/abc329_f",,1207,"T2","[""atcoder""]","Progressive number theory core practice at day 5.",false,""
18,"number-theory-core",6,"codeforces","2117:D","Retaliation","https://codeforces.com/problemset/problem/2117/D",1200,,"T2","[""binary search"",""math"",""number theory""]","Progressive number theory core practice at day 6.",false,""
18,"number-theory-core",7,"codeforces","2217:C","Grid Covering","https://codeforces.com/problemset/problem/2217/C",1300,,"T2","[""chinese remainder theorem"",""math"",""number theory""]","Progressive number theory core practice at day 7.",false,""
18,"number-theory-core",8,"codeforces","2124:C","Subset Multiplication","https://codeforces.com/problemset/problem/2124/C",1300,,"T2","[""constructive algorithms"",""greedy"",""math""]","Progressive number theory core practice at day 8.",false,""
18,"number-theory-core",9,"atcoder","abc307:abc307_c","C. Ideal Sheet","https://atcoder.jp/contests/abc307/tasks/abc307_c",,1307,"T3","[""atcoder""]","Progressive number theory core practice at day 9.",false,""
18,"number-theory-core",10,"codeforces","2091:E","Interesting Ratio","https://codeforces.com/problemset/problem/2091/E",1300,,"T2","[""brute force"",""math"",""number theory""]","Progressive number theory core practice at day 10.",false,""
18,"number-theory-core",11,"codeforces","2156:C","Maximum GCD on Whiteboard","https://codeforces.com/problemset/problem/2156/C",1400,,"T3","[""greedy"",""math"",""number theory""]","Progressive number theory core practice at day 11.",false,""
18,"number-theory-core",12,"codeforces","2126:E","G-C-D, Unlucky!","https://codeforces.com/problemset/problem/2126/E",1400,,"T3","[""math"",""number theory""]","Progressive number theory core practice at day 12.",false,""
18,"number-theory-core",13,"codeforces","2104:D","Array and GCD","https://codeforces.com/problemset/problem/2104/D",1400,,"T3","[""binary search"",""greedy"",""math""]","Progressive number theory core practice at day 13.",false,""
18,"number-theory-core",14,"atcoder","abc184:abc184_f","F. Programming Contest","https://atcoder.jp/contests/abc184/tasks/abc184_f",,1423,"T3","[""atcoder""]","Progressive number theory core practice at day 14.",false,""
18,"number-theory-core",15,"codeforces","2200:E","Divisive Battle","https://codeforces.com/problemset/problem/2200/E",1500,,"T3","[""games"",""greedy"",""math""]","Progressive number theory core practice at day 15.",false,""
18,"number-theory-core",16,"codeforces","2109:C1","Hacking Numbers (Easy Version)","https://codeforces.com/problemset/problem/2109/C1",1500,,"T3","[""bitmasks"",""constructive algorithms"",""interactive""]","Progressive number theory core practice at day 16.",false,""
18,"number-theory-core",17,"codeforces","2007:C","Dora and C++","https://codeforces.com/problemset/problem/2007/C",1500,,"T3","[""math"",""number theory""]","Progressive number theory core practice at day 17.",false,""
18,"number-theory-core",18,"atcoder","abc449:abc449_e","E. A += v","https://atcoder.jp/contests/abc449/tasks/abc449_e",,1556,"T3","[""atcoder""]","Progressive number theory core practice at day 18.",false,""
18,"number-theory-core",19,"codeforces","1985:G","D-Function","https://codeforces.com/problemset/problem/1985/G",1600,,"T3","[""combinatorics"",""math"",""number theory""]","Progressive number theory core practice at day 19.",false,""
18,"number-theory-core",20,"codeforces","1932:E","Final Countdown","https://codeforces.com/problemset/problem/1932/E",1600,,"T3","[""implementation"",""math"",""number theory""]","Progressive number theory core practice at day 20.",false,""
18,"number-theory-core",21,"codeforces","2109:C2","Hacking Numbers (Medium Version)","https://codeforces.com/problemset/problem/2109/C2",1700,,"T3","[""constructive algorithms"",""interactive"",""math""]","Progressive number theory core practice at day 21.",false,""
18,"number-theory-core",22,"atcoder","abc143:abc143_e","E. Travel by Car","https://atcoder.jp/contests/abc143/tasks/abc143_e",,1695,"T3","[""atcoder""]","Progressive number theory core practice at day 22.",false,""
18,"number-theory-core",23,"codeforces","2072:F","Goodbye, Banker Life","https://codeforces.com/problemset/problem/2072/F",1700,,"T3","[""2-sat"",""bitmasks"",""combinatorics""]","Progressive number theory core practice at day 23.",false,""
18,"number-theory-core",24,"codeforces","2065:G","Skibidus and Capping","https://codeforces.com/problemset/problem/2065/G",1700,,"T3","[""combinatorics"",""math"",""number theory""]","Progressive number theory core practice at day 24.",false,""
18,"number-theory-core",25,"codeforces","2043:D","Problem about GCD","https://codeforces.com/problemset/problem/2043/D",1800,,"T4","[""brute force"",""flows"",""math""]","Progressive number theory core practice at day 25.",false,""
18,"number-theory-core",26,"atcoder","abc297:abc297_g","G. Constrained Nim 2","https://atcoder.jp/contests/abc297/tasks/abc297_g",,1834,"T4","[""atcoder""]","Progressive number theory core practice at day 26.",false,""
18,"number-theory-core",27,"codeforces","2148:G","Farmer John's Last Wish","https://codeforces.com/problemset/problem/2148/G",1900,,"T4","[""binary search"",""data structures"",""math""]","Progressive number theory core practice at day 27.",true,""
18,"number-theory-core",28,"codeforces","2094:H","La Vaca Saturno Saturnita","https://codeforces.com/problemset/problem/2094/H",1900,,"T4","[""binary search"",""brute force"",""math""]","Progressive number theory core practice at day 28.",false,""
18,"number-theory-core",29,"codeforces","2215:B","RReeppeettiittiioonn","https://codeforces.com/problemset/problem/2215/B",2000,,"T4","[""binary search"",""brute force"",""implementation""]","Progressive number theory core practice at day 29.",false,""
18,"number-theory-core",30,"atcoder","arc173:arc173_c","C. Not Median","https://atcoder.jp/contests/arc173/tasks/arc173_c",,2008,"T4","[""atcoder""]","Progressive number theory core practice at day 30.",false,""
18,"number-theory-core",31,"codeforces","2183:E","LCM is Legendary Counting Master","https://codeforces.com/problemset/problem/2183/E",2100,,"T4","[""dp"",""math"",""number theory""]","Progressive number theory core practice at day 31.",true,""
19,"combinatorics-and-probability",1,"codeforces","1574:B","Combinatorics Homework","https://codeforces.com/problemset/problem/1574/B",1100,,"T2","[""combinatorics"",""greedy"",""math""]","Progressive combinatorics and probability practice at day 1.",false,""
19,"combinatorics-and-probability",2,"codeforces","630:C","Lucky Numbers","https://codeforces.com/problemset/problem/630/C",1100,,"T2","[""combinatorics"",""math""]","Progressive combinatorics and probability practice at day 2.",false,""
19,"combinatorics-and-probability",3,"codeforces","476:B","Dreamoon and WiFi","https://codeforces.com/problemset/problem/476/B",1300,,"T2","[""bitmasks"",""brute force"",""combinatorics""]","Progressive combinatorics and probability practice at day 3.",false,""
19,"combinatorics-and-probability",4,"codeforces","1985:E","Secret Box","https://codeforces.com/problemset/problem/1985/E",1200,,"T2","[""brute force"",""combinatorics"",""math""]","Progressive combinatorics and probability practice at day 4.",false,""
19,"combinatorics-and-probability",5,"atcoder","abc146:abc146_d","D. Coloring Edges on Tree","https://atcoder.jp/contests/abc146/tasks/abc146_d",,1192,"T2","[""atcoder""]","Progressive combinatorics and probability practice at day 5.",false,""
19,"combinatorics-and-probability",6,"codeforces","1922:B","Forming Triangles","https://codeforces.com/problemset/problem/1922/B",1200,,"T2","[""combinatorics"",""constructive algorithms"",""math""]","Progressive combinatorics and probability practice at day 6.",false,""
19,"combinatorics-and-probability",7,"codeforces","2144:C","Non-Descending Arrays","https://codeforces.com/problemset/problem/2144/C",1300,,"T2","[""combinatorics"",""dp"",""math""]","Progressive combinatorics and probability practice at day 7.",false,""
19,"combinatorics-and-probability",8,"codeforces","1862:D","Ice Cream Balls","https://codeforces.com/problemset/problem/1862/D",1300,,"T2","[""binary search"",""combinatorics"",""constructive algorithms""]","Progressive combinatorics and probability practice at day 8.",false,""
19,"combinatorics-and-probability",9,"atcoder","abc311:abc311_e","E. Defect-free Squares","https://atcoder.jp/contests/abc311/tasks/abc311_e",,1293,"T2","[""atcoder""]","Progressive combinatorics and probability practice at day 9.",false,""
19,"combinatorics-and-probability",10,"codeforces","1594:E1","Rubik's Cube Coloring (easy version)","https://codeforces.com/problemset/problem/1594/E1",1300,,"T2","[""combinatorics"",""math""]","Progressive combinatorics and probability practice at day 10.",false,""
19,"combinatorics-and-probability",11,"codeforces","2000:E","Photoshoot for Gorillas","https://codeforces.com/problemset/problem/2000/E",1400,,"T3","[""combinatorics"",""data structures"",""greedy""]","Progressive combinatorics and probability practice at day 11.",false,""
19,"combinatorics-and-probability",12,"codeforces","1762:C","Binary Strings are Fun","https://codeforces.com/problemset/problem/1762/C",1400,,"T3","[""combinatorics"",""math""]","Progressive combinatorics and probability practice at day 12.",false,""
19,"combinatorics-and-probability",13,"codeforces","1648:A","Weird Sum","https://codeforces.com/problemset/problem/1648/A",1400,,"T3","[""combinatorics"",""data structures"",""geometry""]","Progressive combinatorics and probability practice at day 13.",false,""
19,"combinatorics-and-probability",14,"atcoder","abc213:abc213_e","E. Stronger Takahashi","https://atcoder.jp/contests/abc213/tasks/abc213_e",,1423,"T3","[""atcoder""]","Progressive combinatorics and probability practice at day 14.",false,""
19,"combinatorics-and-probability",15,"codeforces","107:B","Basketball Team","https://codeforces.com/problemset/problem/107/B",1600,,"T3","[""combinatorics"",""dp"",""math""]","Progressive combinatorics and probability practice at day 15.",false,""
19,"combinatorics-and-probability",16,"codeforces","2075:C","Two Colors","https://codeforces.com/problemset/problem/2075/C",1500,,"T3","[""binary search"",""combinatorics"",""math""]","Progressive combinatorics and probability practice at day 16.",false,""
19,"combinatorics-and-probability",17,"codeforces","1999:F","Expected Median","https://codeforces.com/problemset/problem/1999/F",1500,,"T3","[""combinatorics"",""math""]","Progressive combinatorics and probability practice at day 17.",false,""
19,"combinatorics-and-probability",18,"atcoder","arc155:arc155_b","B. Abs Abs Function","https://atcoder.jp/contests/arc155/tasks/arc155_b",,1565,"T3","[""atcoder""]","Progressive combinatorics and probability practice at day 18.",false,""
19,"combinatorics-and-probability",19,"codeforces","1279:D","Santa's Bot","https://codeforces.com/problemset/problem/1279/D",1700,,"T3","[""combinatorics"",""math"",""probabilities""]","Progressive combinatorics and probability practice at day 19.",false,""
19,"combinatorics-and-probability",20,"codeforces","621:C","Wet Shark and Flowers","https://codeforces.com/problemset/problem/621/C",1700,,"T3","[""combinatorics"",""math"",""number theory""]","Progressive combinatorics and probability practice at day 20.",false,""
19,"combinatorics-and-probability",21,"codeforces","518:D","Ilya and Escalator","https://codeforces.com/problemset/problem/518/D",1700,,"T3","[""combinatorics"",""dp"",""math""]","Progressive combinatorics and probability practice at day 21.",false,""
19,"combinatorics-and-probability",22,"atcoder","abc201:abc201_e","E. Xor Distances","https://atcoder.jp/contests/abc201/tasks/abc201_e",,1694,"T3","[""atcoder""]","Progressive combinatorics and probability practice at day 22.",false,""
19,"combinatorics-and-probability",23,"codeforces","1824:B1","LuoTianyi and the Floating Islands (Easy Version)","https://codeforces.com/problemset/problem/1824/B1",1800,,"T4","[""combinatorics"",""math"",""probabilities""]","Progressive combinatorics and probability practice at day 23.",false,""
19,"combinatorics-and-probability",24,"codeforces","1925:D","Good Trip","https://codeforces.com/problemset/problem/1925/D",1900,,"T4","[""combinatorics"",""dp"",""math""]","Progressive combinatorics and probability practice at day 24.",false,""
19,"combinatorics-and-probability",25,"codeforces","1777:D","Score of a Tree","https://codeforces.com/problemset/problem/1777/D",1900,,"T4","[""bitmasks"",""combinatorics"",""dfs and similar""]","Progressive combinatorics and probability practice at day 25.",false,""
19,"combinatorics-and-probability",26,"atcoder","agc005:agc005_b","B. Minimum Sum","https://atcoder.jp/contests/agc005/tasks/agc005_b",,1828,"T4","[""atcoder""]","Progressive combinatorics and probability practice at day 26.",false,""
19,"combinatorics-and-probability",27,"codeforces","1599:C","Bubble Strike","https://codeforces.com/problemset/problem/1599/C",2000,,"T4","[""combinatorics"",""math"",""probabilities""]","Progressive combinatorics and probability practice at day 27.",true,""
19,"combinatorics-and-probability",28,"codeforces","1009:E","Intercity Travelling","https://codeforces.com/problemset/problem/1009/E",2000,,"T4","[""combinatorics"",""math"",""probabilities""]","Progressive combinatorics and probability practice at day 28.",false,""
19,"combinatorics-and-probability",29,"codeforces","2040:E","Control of Randomness","https://codeforces.com/problemset/problem/2040/E",2100,,"T4","[""combinatorics"",""dfs and similar"",""dp""]","Progressive combinatorics and probability practice at day 29.",false,""
19,"combinatorics-and-probability",30,"atcoder","abc127:abc127_f","F. Absolute Minima","https://atcoder.jp/contests/abc127/tasks/abc127_f",,2003,"T4","[""atcoder""]","Progressive combinatorics and probability practice at day 30.",false,""
19,"combinatorics-and-probability",31,"codeforces","1778:D","Flexible String Revisit","https://codeforces.com/problemset/problem/1778/D",2100,,"T4","[""combinatorics"",""dp"",""math""]","Progressive combinatorics and probability practice at day 31.",true,""
20,"string-algorithms-core",1,"codeforces","525:A","Vitaliy and Pie","https://codeforces.com/problemset/problem/525/A",1100,,"T2","[""greedy"",""hashing"",""strings""]","Progressive string algorithms core practice at day 1.",false,""
20,"string-algorithms-core",2,"codeforces","1800:D","Remove Two Letters","https://codeforces.com/problemset/problem/1800/D",1200,,"T2","[""data structures"",""greedy"",""hashing""]","Progressive string algorithms core practice at day 2.",false,""
20,"string-algorithms-core",3,"codeforces","1553:B","Reverse String","https://codeforces.com/problemset/problem/1553/B",1300,,"T2","[""brute force"",""dp"",""hashing""]","Progressive string algorithms core practice at day 3.",false,""
20,"string-algorithms-core",4,"codeforces","2174:A","Needle in a Haystack","https://codeforces.com/problemset/problem/2174/A",1200,,"T2","[""greedy"",""strings"",""two pointers""]","Progressive string algorithms core practice at day 4.",false,""
20,"string-algorithms-core",5,"atcoder","abc157:abc157_d","D. Friend Suggestions","https://atcoder.jp/contests/abc157/tasks/abc157_d",,1208,"T2","[""atcoder""]","Progressive string algorithms core practice at day 5.",false,""
20,"string-algorithms-core",6,"codeforces","1326:D1","Prefix-Suffix Palindrome (Easy version)","https://codeforces.com/problemset/problem/1326/D1",1500,,"T3","[""hashing"",""string suffix structures"",""strings""]","Progressive string algorithms core practice at day 6.",false,""
20,"string-algorithms-core",7,"codeforces","1451:C","String Equality","https://codeforces.com/problemset/problem/1451/C",1400,,"T3","[""dp"",""greedy"",""hashing""]","Progressive string algorithms core practice at day 7.",false,""
20,"string-algorithms-core",8,"codeforces","2181:A","Alphabet City","https://codeforces.com/problemset/problem/2181/A",1300,,"T2","[""binary search"",""math"",""strings""]","Progressive string algorithms core practice at day 8.",false,""
20,"string-algorithms-core",9,"atcoder","abc363:abc363_e","E. Sinking Land","https://atcoder.jp/contests/abc363/tasks/abc363_e",,1307,"T3","[""atcoder""]","Progressive string algorithms core practice at day 9.",false,""
20,"string-algorithms-core",10,"codeforces","1537:E1","Erase and Extend (Easy Version)","https://codeforces.com/problemset/problem/1537/E1",1600,,"T3","[""binary search"",""brute force"",""dp""]","Progressive string algorithms core practice at day 10.",false,""
20,"string-algorithms-core",11,"codeforces","39:J","Spelling Check","https://codeforces.com/problemset/problem/39/J",1500,,"T3","[""hashing"",""implementation"",""strings""]","Progressive string algorithms core practice at day 11.",false,""
20,"string-algorithms-core",12,"codeforces","2145:C","Monocarp's String","https://codeforces.com/problemset/problem/2145/C",1300,,"T2","[""binary search"",""greedy"",""strings""]","Progressive string algorithms core practice at day 12.",false,""
20,"string-algorithms-core",13,"codeforces","2045:C","Saraga","https://codeforces.com/problemset/problem/2045/C",1400,,"T3","[""greedy"",""strings""]","Progressive string algorithms core practice at day 13.",false,""
20,"string-algorithms-core",14,"atcoder","abc375:abc375_e","E. 3 Team Division","https://atcoder.jp/contests/abc375/tasks/abc375_e",,1424,"T3","[""atcoder""]","Progressive string algorithms core practice at day 14.",false,""
20,"string-algorithms-core",15,"codeforces","2010:C2","Message Transmission Error (hard version)","https://codeforces.com/problemset/problem/2010/C2",1700,,"T3","[""hashing"",""string suffix structures"",""strings""]","Progressive string algorithms core practice at day 15.",false,""
20,"string-algorithms-core",16,"codeforces","126:B","Password","https://codeforces.com/problemset/problem/126/B",1700,,"T3","[""binary search"",""dp"",""hashing""]","Progressive string algorithms core practice at day 16.",false,""
20,"string-algorithms-core",17,"codeforces","1849:C","Binary String Copying","https://codeforces.com/problemset/problem/1849/C",1600,,"T3","[""binary search"",""brute force"",""data structures""]","Progressive string algorithms core practice at day 17.",false,""
20,"string-algorithms-core",18,"atcoder","abc051:abc051_d","D. Candidates of No Shortest Paths","https://atcoder.jp/contests/abc051/tasks/abc051_d",,1566,"T3","[""atcoder""]","Progressive string algorithms core practice at day 18.",false,""
20,"string-algorithms-core",19,"codeforces","1137:B","Camp Schedule","https://codeforces.com/problemset/problem/1137/B",1600,,"T3","[""greedy"",""hashing"",""strings""]","Progressive string algorithms core practice at day 19.",false,""
20,"string-algorithms-core",20,"codeforces","1326:D2","Prefix-Suffix Palindrome (Hard version)","https://codeforces.com/problemset/problem/1326/D2",1800,,"T4","[""binary search"",""greedy"",""hashing""]","Progressive string algorithms core practice at day 20.",false,""
20,"string-algorithms-core",21,"codeforces","1360:F","Spy-string","https://codeforces.com/problemset/problem/1360/F",1700,,"T3","[""bitmasks"",""brute force"",""constructive algorithms""]","Progressive string algorithms core practice at day 21.",false,""
20,"string-algorithms-core",22,"atcoder","arc174:arc174_c","C. Catastrophic Roulette","https://atcoder.jp/contests/arc174/tasks/arc174_c",,1706,"T4","[""atcoder""]","Progressive string algorithms core practice at day 22.",false,""
20,"string-algorithms-core",23,"codeforces","559:B","Equivalent Strings","https://codeforces.com/problemset/problem/559/B",1700,,"T3","[""divide and conquer"",""hashing"",""sortings""]","Progressive string algorithms core practice at day 23.",false,""
20,"string-algorithms-core",24,"codeforces","1968:G1","Division + LCP (easy version)","https://codeforces.com/problemset/problem/1968/G1",1900,,"T4","[""binary search"",""data structures"",""dp""]","Progressive string algorithms core practice at day 24.",false,""
20,"string-algorithms-core",25,"codeforces","633:C","Spy Syndrome 2","https://codeforces.com/problemset/problem/633/C",1900,,"T4","[""data structures"",""dp"",""hashing""]","Progressive string algorithms core practice at day 25.",false,""
20,"string-algorithms-core",26,"atcoder","agc044:agc044_a","A. Pay to Win","https://atcoder.jp/contests/agc044/tasks/agc044_a",,1828,"T4","[""atcoder""]","Progressive string algorithms core practice at day 26.",false,""
20,"string-algorithms-core",27,"codeforces","535:D","Tavas and Malekas","https://codeforces.com/problemset/problem/535/D",1900,,"T4","[""greedy"",""hashing"",""string suffix structures""]","Progressive string algorithms core practice at day 27.",true,""
20,"string-algorithms-core",28,"codeforces","1984:D","''a'' String Problem","https://codeforces.com/problemset/problem/1984/D",2000,,"T4","[""brute force"",""hashing"",""implementation""]","Progressive string algorithms core practice at day 28.",false,""
20,"string-algorithms-core",29,"codeforces","1200:E","Compress Words","https://codeforces.com/problemset/problem/1200/E",2000,,"T4","[""brute force"",""hashing"",""implementation""]","Progressive string algorithms core practice at day 29.",false,""
20,"string-algorithms-core",30,"atcoder","abc181:abc181_f","F. Silver Woods","https://atcoder.jp/contests/abc181/tasks/abc181_f",,2009,"T4","[""atcoder""]","Progressive string algorithms core practice at day 30.",false,""
20,"string-algorithms-core",31,"codeforces","631:D","Messenger","https://codeforces.com/problemset/problem/631/D",2100,,"T4","[""data structures"",""hashing"",""implementation""]","Progressive string algorithms core practice at day 31.",true,""
21,"advanced-dp-patterns",1,"codeforces","2053:C","Bewitching Stargazer","https://codeforces.com/problemset/problem/2053/C",1500,,"T3","[""bitmasks"",""divide and conquer"",""dp""]","Progressive advanced dp patterns practice at day 1.",false,""
21,"advanced-dp-patterns",2,"codeforces","1385:D","a-Good String","https://codeforces.com/problemset/problem/1385/D",1500,,"T3","[""bitmasks"",""brute force"",""divide and conquer""]","Progressive advanced dp patterns practice at day 2.",false,""
21,"advanced-dp-patterns",3,"codeforces","1847:C","Vampiric Powers, anyone?","https://codeforces.com/problemset/problem/1847/C",1400,,"T3","[""bitmasks"",""brute force"",""dp""]","Progressive advanced dp patterns practice at day 3.",false,""
21,"advanced-dp-patterns",4,"codeforces","1872:E","Data Structures Fan","https://codeforces.com/problemset/problem/1872/E",1500,,"T3","[""binary search"",""bitmasks"",""data structures""]","Progressive advanced dp patterns practice at day 4.",false,""
21,"advanced-dp-patterns",5,"atcoder","arc214:arc214_b","B. Missing Number in Graph","https://atcoder.jp/contests/arc214/tasks/arc214_b",,1451,"T3","[""atcoder""]","Progressive advanced dp patterns practice at day 5.",false,""
21,"advanced-dp-patterns",6,"codeforces","1646:C","Factorials and Powers of Two","https://codeforces.com/problemset/problem/1646/C",1500,,"T3","[""bitmasks"",""brute force"",""constructive algorithms""]","Progressive advanced dp patterns practice at day 6.",false,""
